Date,DWAS,DWPP,FDMO,FV,FVC,JMOM,MMTM,MTUM,ONEO,PDP,PEZ,PFI,PRN,PSL,PTF,PTH,PUI,PXI,PYZ,SPMO,XMMO,XSMO
31/01/2014,37.94039154,0,0,0,0,0,67.91366577,53.72982407,0,35.1531105,38.14819336,24.77562523,44.73042297,38.8315773,34.19010925,49.04999924,17.15797424,47.66823578,45.51061249,0,27.32986069,22.24551964
28/02/2014,39.7132988,0,0,0,0,0,70.98977661,57.33992386,0,37.27500534,40.98045731,25.53049278,46.77996445,41.42282486,35.97135925,51.20000076,17.6453743,50.00474548,48.06719589,0,28.926754,23.26753235
31/03/2014,38.63970184,0,0,18.36145592,0,0,71.18522644,55.37958908,0,36.42429733,39.62749863,25.92093086,46.41272354,41.57168198,34.30886078,47.91999817,17.95794678,52.23298264,48.71486282,0,28.89789963,23.42035294
30/04/2014,35.74394226,0,0,17.81654739,0,0,70.18035126,54.82890701,0,36.12117386,38.5210762,24.91288948,45.10107803,39.95345688,32.06251526,45.29999924,18.58629799,54.47927094,48.35456467,0,28.81131935,22.78039932
30/05/2014,35.9409256,0,0,18.52688026,0,0,72.1011734,57.05914688,0,37.50968933,40.2486496,25.01189232,45.1496582,41.37638092,33.29948425,46.29000092,18.35480499,55.06565094,49.92511749,0,29.37888527,22.84726524
30/06/2014,38.61120224,0,0,19.29558372,0,0,74.24052429,58.24139786,0,38.14528656,41.48624802,26.36585426,46.7519989,43.10292053,35.87240982,49.04000092,19.41100311,59.00839233,51.25745392,0,29.7297039,23.95423126
31/07/2014,35.26140976,0,0,18.85771179,0,0,74.75801086,57.63375473,0,37.21633911,39.94252396,25.17438889,43.60082626,41.1487999,34.00209045,45.95000076,18.32891464,55.42499542,50.41381836,0,29.52693939,23.04141235
29/08/2014,37.76390457,0,0,20.20052338,0,0,76.05169678,60.28528214,0,39.29911804,41.98140717,26.44709778,46.44076538,44.28100967,35.87240982,50.90000153,19.16960907,58.74596405,53.71417618,0,30.48283958,23.79088211
30/09/2014,35.35008621,0,0,19.83366013,0,0,75.20832062,59.8838501,0,38.49865723,39.68038559,25.76384163,44.54572678,44.18358994,34.32865524,49.75,18.3988018,52.46508789,51.31230927,0,29.58204079,22.65707588
31/10/2014,37.6358223,0,0,20.7192688,0,0,75.49479675,61.25931168,0,39.51718521,40.63187027,27.2112484,45.56720352,45.83146667,35.72396088,52.84000015,19.57123184,48.20774841,50.34677887,0,30.05698586,23.33927917
