Date,CFA,CFO,CSA,CSF,DEF,FDLO,JMIN,LGLV,ONEV,RBUS,SMLV,SMMV,SPLV,SPMV,USMV,XMLV,XRLV,XSLV
7/31/2015,34.78316116,34.8742218,32.2687912,36.02312088,33.91314697,0,0,64.02708435,0,0,61.85131454,0,33.56432343,0,37.19654083,30.73295021,23.19066811,29.49399948
8/31/2015,33.01895142,33.00546646,30.72463608,34.27086639,31.97627449,0,0,60.07078171,0,0,58.6920166,0,31.88248634,0,35.51144409,29.14454079,21.97327423,28.11773491
9/30/2015,31.94182205,31.8386364,29.81303978,33.07876587,31.33065224,0,0,59.39699173,0,0,58.06648636,0,31.76619339,0,35.2905159,29.0619545,21.51697159,28.34974098
10/30/2015,34.15174484,34.07465744,31.22695541,33.54572678,32.86400986,0,0,64.69120789,0,0,61.90198898,0,33.95155334,0,37.40312958,30.88225937,23.09627151,30.04932404
11/30/2015,34.19260025,34.223423,32.49203873,34.07606888,32.33495712,0,0,64.71699524,0,0,63.65790939,0,34.31336975,0,37.32290649,31.39336777,23.55818748,30.87283897
12/31/2015,33.37324905,33.39899445,30.72798729,32.31817627,32.25741959,0,0,64.43428802,51.28355789,0,61.1112175,0,34.2594223,0,37.51117325,30.72442055,23.3048687,29.85174942
1/29/2016,31.55358124,31.5777607,28.32123566,29.699049,31.84991646,0,0,61.77817535,49.14386368,0,57.919384,0,33.65772247,0,36.99092102,30.29982948,22.42767525,29.02032089
2/29/2016,32.16138458,32.12879562,29.1048317,30.20416832,32.34076691,0,0,63.38925171,49.96350861,0,58.63961029,0,33.990448,0,37.37662506,30.85090446,22.7593708,29.12645912
3/31/2016,34.1842804,34.24892807,31.33152962,30.75418472,34.42458344,0,0,67.26089478,53.96127701,0,63.15936661,0,36.02694702,0,39.59370041,33.25534439,24.19670868,31.05683136
4/29/2016,34.19358826,34.46374893,31.52090836,30.99925995,34.50793457,0,0,67.40096283,54.10003281,0,62.99477386,0,35.73984528,0,39.44949722,32.96585083,24.20311546,31.25192833
5/31/2016,35.00462723,35.003582,32.07128143,31.60727501,34.74872971,0,0,67.92614746,54.66375351,0,64.19639587,0,36.33971405,0,40.07138824,34.08764267,24.68105888,32.24518585
6/30/2016,34.76544952,34.86217499,31.86707306,31.38286972,36.32316589,0,0,70.21839142,54.46390915,0,64.54720306,0,38.42590714,0,41.86998367,35.53742599,25.23192787,32.97883987
7/29/2016,36.23524475,36.28741074,33.55216599,32.86434555,37.01777649,0,0,71.76902771,57.501297,0,67.61221313,0,38.51175308,0,42.48612213,36.23637009,25.80659485,34.07426834
8/31/2016,36.42237091,36.49367905,34.44946289,33.60506058,36.1194191,0,0,71.44302368,57.47079086,0,69.15297699,0,37.77779007,0,41.65252304,35.74620438,25.73744202,34.77784729
