Date,CALF,EES,EPS,EZM,FNDA,FNDB,FNDX,IUS,IUSS,PRF,PRFZ,RWJ,RWK,RWL
25/04/2003,2573.523,1572.33,1985.85765,2529.33726,1572.33,399.5277,399.5277,399.5277,1572.33,399.5277,1572.33,2573.523,716.9485,399.5277
28/04/2003,2619.077,1599.767,2020.9088,2571.27416,1599.767,406.5501,406.5501,406.5501,1599.767,406.5501,1599.767,2619.077,728.3355,406.5501
29/04/2003,2615.164,1602.262,2027.94386,2583.41615,1602.262,407.0846,407.0846,407.0846,1602.262,407.0846,1602.262,2615.164,729.921,407.0846
30/04/2003,2636.228,1614.189,2027.50335,2587.01272,1614.189,408.4839,408.4839,408.4839,1614.189,408.4839,1614.189,2636.228,731.3881,408.4839
01/05/2003,2636.852,1614.869,2026.7374,2583.80144,1614.869,408.1157,408.1157,408.1157,1614.869,408.1157,1614.869,2636.852,729.8806,408.1157
02/05/2003,2688.123,1650.734,2057.79082,2629.43349,1650.734,414.1808,414.1808,414.1808,1650.734,414.1808,1650.734,2688.123,740.2354,414.1808
05/05/2003,2698.57,1659.441,2052.07804,2639.09739,1659.441,412.596,412.596,412.596,1659.441,412.596,1659.441,2698.57,742.4113,412.596
06/05/2003,2721.583,1671.381,2068.60364,2660.59304,1671.381,415.4021,415.4021,415.4021,1671.381,415.4021,1671.381,2721.583,748.5023,415.4021
07/05/2003,2708.733,1661.365,2059.11725,2647.52436,1661.365,414.2833,414.2833,414.2833,1661.365,414.2833,1661.365,2708.733,746.3177,414.2833
08/05/2003,2694.212,1651.084,2038.7826,2624.18716,1651.084,410.0914,410.0914,410.0914,1651.084,410.0914,1651.084,2694.212,741.3334,410.0914
09/05/2003,2731.615,1674.787,2067.56478,2658.63722,1674.787,414.7848,414.7848,414.7848,1674.787,414.7848,1674.787,2731.615,750.6478,414.7848
12/05/2003,2759.609,1693.702,2093.54724,2693.34849,1693.702,419.9374,419.9374,419.9374,1693.702,419.9374,1693.702,2759.609,758.744,419.9374
13/05/2003,2767.33,1698.059,2088.01818,2693.17873,1698.059,419.3853,419.3853,419.3853,1698.059,419.3853,1698.059,2767.33,759.1789,419.3853
14/05/2003,2767.348,1699.102,2082.85825,2691.37584,1699.102,418.6392,418.6392,418.6392,1699.102,418.6392,1699.102,2767.348,759.1111,418.6392
15/05/2003,2782.554,1709.798,2098.68986,2713.39287,1709.798,421.8959,421.8959,421.8959,1709.798,421.8959,1709.798,2782.554,764.9809,421.8959
16/05/2003,2736.644,1680.051,2094.8325,2720.17707,1680.051,422.8474,422.8474,422.8474,1680.051,422.8474,1680.051,2736.644,767.9506,422.8474
19/05/2003,2702.761,1654.293,2043.64416,2654.82833,1654.293,413.186,413.186,413.186,1654.293,413.186,1654.293,2702.761,751.9888,413.186
20/05/2003,2709.827,1657.175,2041.1068,2651.71345,1657.175,413.0211,413.0211,413.0211,1657.175,413.0211,1657.175,2709.827,751.856,413.0211
